id	title	frequency	units
A127RC1Q027SBEA	Net private saving: Domestic business	Quarterly	Billions of Dollars
A132RC1A027NBEA	Compensation of employees: Wages and salaries: Private industries	Annual	Billions of Dollars
A132RC1Q027SBEA	Compensation of employees: Wages and salaries: Private industries	Quarterly	Billions of Dollars
A133RA3A086NBEA	Real automobile output (chain-type quantity index)	Annual	Index 2012=100
A133RA3Q086SBEA	Real automobile output (chain-type quantity index)	Quarterly	Index 2012=100
A133RC1A027NBEA	Automobile output	Annual	Billions of Dollars
A133RC1Q027SBEA	Automobile output	Quarterly	Billions of Dollars
A133RG3A086NBEA	Automobile output (chain-type price index)	Annual	Index 2012=100
A133RG3Q086SBEA	Automobile output (chain-type price index)	Quarterly	Index 2012=100
A133RL1A225NBEA	Real Motor Vehicle Output: Auto Output	Annual	Percent Change from Preceding Period
A133RL1Q225SBEA	Real Motor Vehicle Output: Auto Output	Quarterly	Percent Change from Preceding Period
A133RX1A020NBEA	Real motor vehicle output: Auto output	Annual	Billions of Chained 2012 Dollars
A133RX1Q020SBEA	Real motor vehicle output: Auto output	Quarterly	Billions of Chained 2012 Dollars
A134RA3A086NBEA	Real auto output: Final sales (chain-type quantity index)	Annual	Index 2012=100
A134RA3Q086SBEA	Real auto output: Final sales (chain-type quantity index)	Quarterly	Index 2012=100
A134RC1A027NBEA	Automobile output: Final sales	Annual	Billions of Dollars
A134RC1Q027SBEA	Automobile output: Final sales	Quarterly	Billions of Dollars
A134RG3A086NBEA	Automobile output: Final sales (chain-type price index)	Annual	Index 2012=100
A134RG3Q086SBEA	Automobile output: Final sales (chain-type price index)	Quarterly	Index 2012=100
A135RA3A086NBEA	Real auto output: Personal consumption expenditures (chain-type quantity index)	Annual	Index 2012=100
A135RA3Q086SBEA	Real auto output: Personal consumption expenditures (chain-type quantity index)	Quarterly	Index 2012=100
A135RC1A027NBEA	Automobile output: Personal consumption expenditures	Annual	Billions of Dollars
A135RC1Q027SBEA	Automobile output: Personal consumption expenditures	Quarterly	Billions of Dollars
A135RG3A086NBEA	Automobile output: Personal consumption expenditures (chain-type price index)	Annual	Index 2012=100
A135RG3Q086SBEA	Automobile output: Personal consumption expenditures (chain-type price index)	Quarterly	Index 2012=100
A136RA3A086NBEA	Real personal consumption expenditures: New motor vehicles: Autos (chain-type quantity index)	Annual	Index 2012=100
A136RA3Q086SBEA	Real personal consumption expenditures: New motor vehicles: Autos (chain-type quantity index)	Quarterly	Index 2012=100
A136RC1A027NBEA	Personal consumption expenditures: New autos	Annual	Billions of Dollars
A136RC1Q027SBEA	Personal consumption expenditures: New autos	Quarterly	Billions of Dollars
A136RG3A086NBEA	Personal consumption expenditures: New autos (chain-type price index)	Annual	Index 2012=100
A136RG3Q086SBEA	Personal consumption expenditures: New autos (chain-type price index)	Quarterly	Index 2012=100
A136RL1A225NBEA	Real Motor Vehicle Output: Final Sales of Domestic Product: Personal Consumption Expenditures: New Motor Vehicles: Autos	Annual	Percent Change from Preceding Period
A136RL1Q225SBEA	Real Motor Vehicle Output: Final Sales of Domestic Product: Personal Consumption Expenditures: New Motor Vehicles: Autos	Quarterly	Percent Change from Preceding Period
A136RX1A020NBEA	Real personal consumption expenditures: New motor vehicles: Autos	Annual	Billions of Chained 2012 Dollars
A136RX1Q020SBEA	Real personal consumption expenditures: New motor vehicles: Autos	Quarterly	Billions of Chained 2012 Dollars
A137RC1A027NBEA	Personal consumption expenditures: Net purchases of used autos	Annual	Billions of Dollars
A137RC1Q027SBEA	Personal consumption expenditures: Net purchases of used autos	Quarterly	Billions of Dollars
A137RG3A086NBEA	Personal consumption expenditures: Net purchases of used autos (chain-type price index)	Annual	Index 2012=100
A137RG3Q086SBEA	Personal consumption expenditures: Net purchases of used autos (chain-type price index)	Quarterly	Index 2012=100
A137RX1A020NBEA	Real personal consumption expenditures: Net purchases of used autos	Annual	Billions of Chained 2012 Dollars
A137RX1Q020SBEA	Real personal consumption expenditures: Net purchases of used autos	Quarterly	Billions of Chained 2012 Dollars
A138RC1A027NBEA	Automobile output: Private fixed investment (DISCONTINUED)	Annual	Billions of Dollars
A138RC1Q027SBEA	Automobile output: Private fixed investment (DISCONTINUED)	Quarterly	Billions of Dollars
A138RG3A086NBEA	Automobile output: Private fixed investment (chain-type price index) (DISCONTINUED)	Annual	Index 2009=100
A138RG3Q086SBEA	Automobile output: Private fixed investment (chain-type price index) (DISCONTINUED)	Quarterly	Index 2009=100
A1400C1A027NBEA	Capital consumption adjustment: for consistent accounting at historical cost	Annual	Billions of Dollars
A1401C1A027NBEA	Capital consumption adjustment: for current-cost valuation	Annual	Billions of Dollars
A1402C1A027NBEA	Capital consumption adjustment: Domestic corporate business: for consistent accounting at historical cost	Annual	Billions of Dollars
A1403C1A027NBEA	Capital consumption adjustment: Domestic corporate business: for current-cost valuation	Annual	Billions of Dollars
A141RC1A027NBEA	Automobile output: Net exports	Annual	Billions of Dollars
A141RC1Q027SBEA	Automobile output: Net exports	Quarterly	Billions of Dollars
A145RC1A027NBEA	Automobile output: Change in private inventories of new and used autos	Annual	Billions of Dollars
A145RC1Q027SBEA	Automobile output: Change in private inventories of new and used autos	Quarterly	Billions of Dollars
A145RX1A020NBEA	Real motor vehicle output: Change in private inventories: Autos	Annual	Billions of Chained 2012 Dollars
A145RX1Q020SBEA	Real motor vehicle output: Change in private inventories: Autos	Quarterly	Billions of Chained 2012 Dollars
A150RC1A027NBEA	Change in private inventories: Nonfarm: Manufacturing	Annual	Billions of Dollars
A150RC1Q027SBEA	Change in private inventories: Nonfarm: Manufacturing	Quarterly	Billions of Dollars
A150RX1A020NBEA	Change in real private inventories: Nonfarm: Manufacturing	Annual	Billions of Chained 2012 Dollars
A150RX1Q020SBEA	Change in real private inventories: Nonfarm: Manufacturing	Quarterly	Billions of Chained 2012 Dollars
A151RC1A027NBEA	Change in private inventories: Nonfarm: Wholesale trade: Nondurable goods: Merchant wholesalers	Annual	Billions of Dollars
A151RC1Q027SBEA	Change in private inventories: Nonfarm: Wholesale trade: Nondurable goods: Merchant wholesalers	Quarterly	Billions of Dollars
A151RX1A020NBEA	Change in real private inventories: Nonfarm: Wholesale trade: Nondurable goods: Merchant wholesalers	Annual	Billions of Chained 2012 Dollars
A151RX1Q020SBEA	Change in real private inventories: Nonfarm: Wholesale trade: Nondurable goods: Merchant wholesalers	Quarterly	Billions of Chained 2012 Dollars
A152RC1A027NBEA	Change in private inventories: Nonfarm: Wholesale trade: Nondurable goods: Nonmerchant wholesalers	Annual	Billions of Dollars
A152RC1Q027SBEA	Change in private inventories: Nonfarm: Wholesale trade: Nondurable goods: Nonmerchant wholesalers	Quarterly	Billions of Dollars
A152RX1A020NBEA	Change in real private inventories: Nonfarm: Wholesale trade: Nonmerchant wholesalers	Annual	Billions of Chained 2012 Dollars
A152RX1Q020SBEA	Change in real private inventories: Nonfarm: Wholesale trade: Nonmerchant wholesalers	Quarterly	Billions of Chained 2012 Dollars
A153RC1A027NBEA	Change in private inventories: Nonfarm: Retail trade	Annual	Billions of Dollars
A153RC1Q027SBEA	Change in private inventories: Nonfarm: Retail trade	Quarterly	Billions of Dollars
A153RX1A020NBEA	Change in real private inventories: Nonfarm: Retail trade	Annual	Billions of Chained 2012 Dollars
A153RX1Q020SBEA	Change in real private inventories: Nonfarm: Retail trade	Quarterly	Billions of Chained 2012 Dollars
A154RC1A027NBEA	Change in private inventories: Nonfarm: Other durable and nondurable goods	Annual	Billions of Dollars
A154RC1Q027SBEA	Change in private inventories: Nonfarm: Other durable and nondurable goods	Quarterly	Billions of Dollars
A154RX1A020NBEA	Change in real private inventories: Nonfarm: Other durable and nondurable goods	Annual	Billions of Chained 2012 Dollars
A154RX1Q020SBEA	Change in real private inventories: Nonfarm: Other durable and nondurable goods	Quarterly	Billions of Chained 2012 Dollars
A1580C1A027NBEA	Contributions for government social insurance: Employer contributions: Federal social insurance funds	Annual	Billions of Dollars
A1581C1A027NBEA	Contributions for government social insurance: Employer contributions: Federal social insurance funds: Unemployment insurance	Annual	Billions of Dollars
A1585C1A027NBEA	Contributions for government social insurance: Employee and self-employed contributions: Federal social insurance funds	Annual	Billions of Dollars
A1586C1A027NBEA	Contributions for government social insurance: Employee and self-employed contributions: Federal social insurance funds: Old-age, survivors, disability, and hospital insurance	Annual	Billions of Dollars
A1587C1A027NBEA	Contributions for government social insurance: Employee and self-employed contributions: Federal social insurance funds: Old-age, survivors, disability, and hospital insurance: Employees	Annual	Billions of Dollars
A1588C1A027NBEA	Government social benefits: to persons: Federal: Benefits from social insurance funds	Annual	Billions of Dollars
A1589C1A027NBEA	Government social benefits: to persons: Federal: Benefits from social insurance funds: Unemployment insurance	Annual	Billions of Dollars
A1594C1A027NBEA	Government social benefits: to persons: Federal: Veterans' benefits	Annual	Billions of Dollars
A1595C1A027NBEA	Government social benefits: to persons: State and local: Benefits from social insurance funds	Annual	Billions of Dollars
A1596C1A027NBEA	Government social benefits: to persons: State and local: Public assistance	Annual	Billions of Dollars
A1608C1A027NBEA	Balance on goods and services and income: Adjustment for U.S. territories and Puerto Rico	Annual	Billions of Dollars
A1610C1A027NBEA	Balance on current account: Adjustment for U.S. territories and Puerto Rico	Annual	Billions of Dollars
A1615C1A027NBEA	Consumption of fixed capital: Private: Domestic: Noncorporate business: Sole proprietorships and partnerships	Annual	Billions of Dollars
A1615C1Q027SBEA	Consumption of fixed capital: Private: Domestic: Noncorporate business: Sole proprietorships and partnerships	Quarterly	Billions of Dollars
A1618C1A027NBEA	Consumption of fixed capital: Private: Domestic: Noncorporate business: Rental income of persons and proprietors' income	Annual	Billions of Dollars
A1618C1Q027SBEA	Consumption of fixed capital: Private: Domestic: Noncorporate business: Rental income of persons and proprietors' income	Quarterly	Billions of Dollars
A1626C1A027NBEA	Net interest (paid and received): Domestic business	Annual	Billions of Dollars
A1627C0A144NBEA	Net interest (paid and received): Rest of the world (DISCONTINUED)	Annual	Millions of Dollars
A1627C1A027NBEA	Net interest (paid and received): Rest of the world	Annual	Billions of Dollars
A1629C1A027NBEA	Corporate profits: Total receipts less total deductions, IRS: Income of organizations not filing corporation income tax returns	Annual	Billions of Dollars
A1641C1A027NBEA	National income: Domestic business: Noncorporate business: Sole proprietorships and partnerships	Annual	Billions of Dollars
A1642C1A027NBEA	National income: Domestic business: Noncorporate business: Sole proprietorships and partnerships: Compensation of employees	Annual	Billions of Dollars
A1645C1A027NBEA	National income: Domestic business: Noncorporate business: Sole proprietorships and partnerships: Proprietors' income with IVA and CCAdj	Annual	Billions of Dollars
A1646C1A027NBEA	National income: Domestic business: Noncorporate business: Sole proprietorships and partnerships: Proprietors' income with IVA and CCAdj: Nonfarm	Annual	Billions of Dollars
